rev_id	comment	is_toxic	split
wikipedia_random11552805_Dockenfield_14	In 1881, at the time of its census, 43% of men were employed in agriculture, 6% were employed in domestic or furnishing occupations; various other categories follow, ended by the smallest percentages 2% were in each of the categories of transport and communications, 2% were 'professionals'.	False	train
wikipedia_random524929_Kalachakra_29	"The phrase ""as it is outside, so it is within the body"" is often found in the Kālacakra tantra to emphasize the similarities and correspondence between human beings and the cosmos; this concept is the basis for Kālacakra astrology, but also for more profound connections and interdependence as taught in the Kālacakra literature."	False	test
wikipedia_random54219_H. L. Mencken_178	"In a review for A. N. Whitehead's The Aims of Education, Mencken remarked that despite his agreement with Whitehead's thesis and approval of his writing style, ""now and then he falls into mathematical jargon and pollutes his discourse with equations"", and ""[t]here are moments when he seems to be following some of his mathematical colleagues into the gaudy metaphysics which now entertains them""."	False	train
wikipedia_random45471628_HMS Douglas_40	Banks took charge of the convoy's defence, ordering the destroyers Leamington and Veteran to investigate a sighting by an aircraft of a submarine ahead of the Convoy, which resulted in the two destroyers sinking U-207, and managing to drive off several attacking U-Boats over the next few days .	False	train
wikipedia_random23911016_W.O.A Records_11	W.O.A International's continuing success is largely due to the fact that it is run by musicians and provides indie artists with world class facilities to support and promote their music in new emerging markets like India with the backing and know how of its various divisions and production facilities including WOA Films, nationally syndicated WOA TV show and WOAFM99 radio show.	False	dev
wikipedia_random2243896_Keystone Corridor_106	"Improvements to pedestrian underpasses and ROW retaining walls Norfolk Southern operates overnight freight service between the western junction of the Trenton Cutoff (a former Penn Central electrified ""through-freight"" line) and just west of Parkesburg via trackage rights, mainly supplying the Mittal steel plate manufacturing plant in Coatesville."	False	test
wikipedia_random170920_Shiitake_54	"Rarely, consumption of raw or slightly cooked shiitake mushrooms may cause an allergic reaction called ""shiitake dermatitis"", including an erythematous, micro-papular, streaky pruriginous rash that occurs all over the body including face and scalp, appearing about 24 hours after consumption, possibly worsening by sun exposure and disappearing after 3 to 21 days."	False	test
wikipedia_random2677803_Barbary Coast, San Francisco_27	"""The upper part of Pacific Street, after dark, is crowded by thieves, gamblers, low women, drunken sailors, and similar characters... Unsuspecting sailors and miners are entrapped by the dexterous thieves and swindlers that are always on the lookout, into these dens, where they are filled with liquor – drugged if necessary, until insensibility coming upon them, they fall an easy victim to their tempters..."	False	train
wikipedia_random44838369_Radiation Control for Health and Safety Act of 1968_59	In the development of such standards, the Secretary shall consult with Federal and State departments and agencies having related responsibilities or interests and with appropriate professional organizations and interested persons, including representatives of industries and labor organizations which would be affected by such standards, and shall give consideration to —.	False	test
wikipedia_random21562575_Windgfällweiher_3	This remnant of a former valley is followed by the Three Lakes Railway that was built between 1920 and 1926 and by the transfer channel (Überleitungskanal), built in 1932 and belonging to the Schluchseewerk, which takes water from the Seebach valley via the Haslach valley to the Schluchsee Basin.	False	dev
wikipedia_random48347857_Neil Levine_22	Deciding to go back to running his own label, Levine established Penalty Entertainment in 2014, re-signing Capone-N-Noreaga to a new deal, and striking deals with established artists such as Trina, Joell Ortiz, eMC, Statik Selektah, and KXNG Crooked (aka Crooked I) and new artists such as BeatKing and Hi-Rez.	False	train
wikipedia_random12947073_Hepatitis B vaccine_40	However, it was previously believed and suggested that the vaccination would only provide effective cover of between five and seven years, but subsequently it has been appreciated that long-term immunity derives from immunological memory which outlasts the loss of antibody levels and hence subsequent testing and administration of booster doses is not required in successfully vaccinated immunocompetent individuals.	False	train
wikipedia_random3462758_Characters of Final Fantasy IX_164	As a result, s/he does not hold a particularly high interest in the dramatic events that unfold during the course of the story (unless food is involved somehow), but nonetheless fights hard alongside Zidane and the rest of the party to achieve their goal of saving it from Brahne, and then from Kuja.	False	train
wikipedia_random10560643_German strategic bombing during World War I_133	Most turned back because of mechanical problems or the weather; L 15 was intercepted by Claude Ridley, who was unable to do more than fire a few rounds at extreme range; it was then damaged by anti-aircraft fire over Purfleet before being attacked by Alfred de Bathe Brandon using Ranken darts.	False	test
wikipedia_random24635752_Nova et Vetera_8	Authors who have published articles in the English edition of Nova et Vetera include a wide variety of eminent scholars: Robert Barron; Richard Bauckham; Romanus Cessario, OP; Georges Cottier, OP; Archbishop Joseph Augustine Di Noia, OP; Cardinal Avery Dulles, SJ; Francis George OMI; Richard B. Hays; F. Russell Hittinger; William Kurz, SJ; Bruce Marshall; Francis Martin; Frank Matera; Edward T. Oakes, SJ; Michele Schumacher; Christopher Seitz; Janet E. Smith; Geoffrey Wainwright; Thomas Weinandy, OFM Cap; and Robert Louis Wilken, among many others.	False	test
wikipedia_random13892819_Ernest Jenning_3	The label is run by Pete D'Angelo and Gandhar Savur, and is home to an eclectic roster of artists including O'Death, Wild Yaks, Grandchildren, The Everymen, Takka Takka, Title Tracks, Still Flyin', The Black Hollies, Dälek, The Albertans, Saturday Looks Good To Me, Blood Warrior, Chris Mills, and more.	False	dev
wikipedia_random2922572_Kurogane Type 95_63	Some vehicles were modified in the field by front seat passengers opening the top hinged passenger side windshield up and using a light machine gun such as the Type 11 light machine gun, the Type 96 light machine gun, or the Type 99 light machine gun in a similar fashion with a motorcycle sidecar.	False	train
wikipedia_random33115039_Edson Hendricks_0	Edson Hendricks (born 1945), an IBM computer scientist, developed RSCS (later known as VNET), fundamental software that powered the world’s largest network (or network of networks) prior to the Internet and which directly influenced both Internet development and user acceptance of networking between independently managed organizations.	False	dev
wikipedia_random19159_Mile_5	While most countries replaced the mile with the kilometre when switching to the International System of Units, the international mile continues to be used in some countries, such as Liberia, Myanmar, the United Kingdom, the United States, and a number of countries with fewer than one million inhabitants, most of which are UK or US territories, or have close historical ties with the UK or US.	False	train
wikipedia_random1557416_Case-hardening_47	Typical uses are for the shackle of a lock, where the outer layer is hardened to be file resistant, and mechanical gears, where hard gear mesh surfaces are needed to maintain a long service life while toughness is required to maintain durability and resistance to catastrophic failure.	False	train
wikipedia_random10480045_Epidemiology of domestic violence_81	Some researchers, such as Michael P. Johnson, suggest that where and how domestic violence is measured also affects findings, and caution is needed to ensure statistics drawn from one class of situations are not applied to another class of situations in a way that might have fatal consequences.	False	train
wikipedia_random38075487_Italo Jose Dejter_41	Motivated in 2013 by the study of connected Menger graphs  of self-dual 1-configurations (nd)₁   expressible as Kd-ultrahomogeneous graphs, Dejter wondered for which values of n such graphs exist, as they would yield the most symmetrical, connected, edge-disjoint unions of n copies of Kd on n vertices in which the roles of vertices and copies of Kd are interchangeable.	False	dev
wikipedia_random2988445_Einstein–Szilárd letter_41	"""In the course of the last four months it has been made probable — through the work of Joliot in France as well as Fermi and Szilárd in America — that it may become possible to set up a nuclear chain reaction in a large mass of uranium, by which vast amounts of power and large quantities of new radium-like elements would be generated."	False	dev
wikipedia_random12737925_Abductive logic programming_19	"Such problems are solved by computing ""abductive explanations"" of G.
An abductive explanation of a problem G is a set of positive (and sometimes also negative) ground instances of the abducible predicates, such that, when these are added to the logic program P, the problem G and the integrity constraints IC both hold."	False	dev
wikipedia_random40880846_Cephas Lumina_1	"From 2008 to 2014 he was the ""United Nations Independent Expert on the effects of foreign debt and other related international financial obligations of States on the full enjoyment of all human rights, particularly economic, social and cultural rights"", appointed by the United Nations Human Rights Council."	False	test
wikipedia_random7661184_Dave Schramm (musician)_14	He has worked on three albums by singer/songwriter Kate Jacobs, and has done session guitar work for many artists, including The Replacements, Soul Asylum, Freedy Johnston, Richard Buckner, and Chris Stamey - whom he had worked with previously as a member of The dB's in the 1980s.	False	dev
wikipedia_random37310394_Anganamón_8	Valdivia's bid to end the war with the Mapuche foundered following the Martyrdom of Elicura in December 1612, an event in which the spears of Anganamón's men killed priests Horacio Vechi and Diego de Montalvan, Valdivia's emissaries to the Mapuche, in an act of revenge when the Spanish did not return his two wives and two daughters that had escaped to Spanish territory.	False	train
wikipedia_random449424_Beale ciphers_67	Analysis of the language used by the author of the pamphlet (the uses of punctuation, relative clauses, infinitives, conjunctives, and so on) has detected significant correlations between it and Beale's letters, including the plaintext of the second cipher, suggesting that they may have been written by the same person.	False	train
wikipedia_random7521989_Hans Grimm_11	From a strictly literary point of view — and leaving their ideological bias to one side — the most readable of Grimm's works are, however, his Novellen and short stories, in which the discipline imposed by restricted space forces him to abandon the discursive wordiness of Volk ohne Raum (1344 pages in the one-volume edition).	False	train
wikipedia_random3084584_Lien Khuong Airport_14	"Following the unification of Vietnam on 30 April 1975 until 1980, this airport was controlled and operated by the Vietnam People's Army, the airport mainly served high ranking governmental leaders on business and lifting residents from northern Vietnam to Lâm Đồng in the so-called ""New Economic Movement""."	False	train
wikipedia_random40471_Thessaloniki_211	Today southeastern Thessaloniki has in some way become a natural extension of the city center, with the avenues of Megalou Alexandrou, Georgiou Papandreou (Antheon), Vasilissis Olgas, Delfon, Konstantinou Karamanli (Nea Egnatia) and Papanastasiou passing through it, enclosing an area traditionally called Dépôt (Ντεπώ), from the name of the old tram station, owned by a French company.	False	dev
wikipedia_random1008365_Akong Rinpoche_23	In 1992, Akong Rinpoche was one of the main people to discover one of the two claimed reincarnations of the 16th Karmapa, Urgyen Drodul Trinley Dorje, and took him to two of the regents, Their Eminences Tai Situ Rinpoche and Goshir Gyaltsab Rinpoche responsible for locating the reincarnation.	False	train
wikipedia_random31761382_Robert Sherwin_19	Sherwin earned a Masters of Business Administration in Finance from the University of Michigan in 1981, and in his early career, was a design engineer at Ford Motor Company, a systems consultant at Deloitte, Haskins & Sells, and the Vice President and Controller of Oral-B Laboratories.	False	train
wikipedia_random21414102_Geilsland House_6	The lands of Geilsland were bounded to the south and west by the lands held by James Kerr; by the Lands of Crummock held by Fanny Brown; by the lands of Little Hill of Beith once held by John Shedden and then by Alexander Aitkenhead and finally by the road from Beith to Broadstone.	False	dev
wikipedia_random53931784_The Forum Sujana_3	They have the Spar Hypermarket & other offerings on the Lower Ground Floor, International brands like Zara, Forever21 and Calvin Klein in the Upper Ground Floor, men's fashion & clothing in the First Floor, latest women & kid's wear in the Second Floor, variety of entertainment and food options in the Third Floor.	False	test
wikipedia_random2082255_HMCS Winnipeg (FFH 338)_6	The Halifax-class frigate design, emerging from the Canadian Patrol Frigate Project, was ordered by the Canadian Forces in 1977 as a replacement for the aging St. Laurent, Restigouche, Mackenzie, and Annapolis classes of destroyer escorts, which were all tasked with anti-submarine warfare.	False	train
wikipedia_random145401_Mexican Revolution_211	Huerta's first cabinet had men who had supported the February 1913 Pact of the [U.S.] Embassy, including some who had supported Madero, such as Jesús Flores Magón, supporters of Bernardo Reyes, supporters of Félix Díaz, and Catholic former interim president Francisco León de la Barra.	False	dev
wikipedia_random1175139_Camber MacRorie_159	When Rhys and Joram discover the existence of a Haldane heir in Camber of Culdi, one of their first actions is to seek Camber's guidance on the matter, and it is ultimately Camber's participation in the plot (specifically giving Deryni-like powers to Cinhil) that enables it to succeed.	False	train
wikipedia_random9578551_A Talent for War_20	As described in the back-story, following first contact with the Ashiyyur, there was increasing friction between human and Ashiyyur civilizations, evolving from a “cold war” into an increasing number of small and then larger military clashes in which the Ashiyyur generally prevailed.	False	train
wikipedia_random49337056_Nigel Konstam_60	… it has now been reattributed to an unknown contemporary follower of Rembrandt, probably working in the 1650s.”  Some commentators might not find this a very convincing argument either, though additional study is noted running counter to the view of Professor Ernst van de Wetering.	False	dev
wikipedia_random29832925_Graciela Paraskevaidis_27	"Mellonta tauta, accordion, 1970.
magma III, flute, trombone, cello, piano, 1974.
magma IV, string quartet, 1974.
magma V, 4 kena (Andean flutes), 1977.
todavía no, 3 flutes, 3 clarinets, 1979.
magma VI, 2 Trumpets, 2 Trombones, 1979.
más fuerza tiene, clarinet, 1984.
magma VII, 14 winds, 1984.
dos piezas para pequeño conjunto, oboe, clarinet, trumpet, piano, claves, 1989.
sendas, flute, oboe, clarinet, bassoon, French horn, trumpet, trombone, piano, 1992.
el nervio de arnold, guitar, 1992.
algún sonido de la vida, 2 oboes, 1993.
ta, flute, oboe, clarinet, piano, 1994."	False	dev
wikipedia_random24121770_Eliza Jane Scovill_30	Based on the clinical information, the immunohistochemical documentation of HIV in Eliza Jane's brain, the evidence of pronounced immunosuppression, and the isolation of the opportunistic pathogen Pneumocystis jirovecii from Eliza Jane's lungs, the coroner concluded that Eliza Jane had died of Pneumocystis pneumonia in the setting of advanced AIDS.	False	test
wikipedia_random8412180_ER2 electric trainset_121	After this the controller moves to starting notch #13, which closes contactors #1 and #2 and opens both field-weakening contactors; this assembles 2 parallel circuits, each of which comprises 2 traction motors and a group of starting resistances connected in series and has a total resistance of 4.97 ohm.	False	train
wikipedia_random7766542_Microarray analysis techniques_0	Microarray analysis techniques are used in interpreting the data generated from experiments on DNA, RNA, and protein microarrays, which allow researchers to investigate the expression state of a large number of genes - in many cases, an organism's entire genome - in a single experiment.	False	dev
wikipedia_random36051285_A Man I'll Never Be_7	The only other musician on the recording was drummer Sib Hashian The song was mostly recorded at Scholz's Hideaway Studio, although the piano part was recorded by engineer Dave Butler at Northern Studio in Maynard, Massachusetts, allegedly because Hideaway was too small to fit the piano.	False	train
wikipedia_random2777270_USCGC Itasca (1929)_7	After escorting convoys OS 4, SL 87, OS 10, SL 93, OS 12, SL 95, OS 17, SL 100, OS 22, SL 106, OS 28, SL 112, OS 34 and SL 118 on this eastern Atlantic route, Gorleston made a trip to Iceland escorting convoys DS 33 and SD 33, and escorted convoys KMF 3, MKF 3, KMF 5, MKF 5, KMF 7 and MKF 7 between England and the Mediterranean Sea in support of Operation Torch.	False	train
wikipedia_random3597327_Founex_60	Of the rest of the population, there were 38 members of an Orthodox church (or about 1.44% of the population), there were 6 individuals (or about 0.23% of the population) who belonged to the Christian Catholic Church, and there were 131 individuals (or about 4.95% of the population) who belonged to another Christian church.	False	train
wikipedia_random1528879_Front for the Advancement and Progress of Haïti_18	"According to Constant, he started the group that became FRAPH at the urging of the Defense Intelligence Agency (DIA), and that even after the U.S. occupation got under way in September 1994, ""other people from [his] organization were working with the DIA"", aiding in operations directed against ""subversive activities""."	False	dev
wikipedia_random7709779_Diego Murillo Bejarano_17	"The National Movement of State Crimes, a coalition of several organizations of victims who suffered from state or paramilitary violence, has asked for the ""return the paramilitary chiefs to the Colombian authorities so they may be processed by the ordinary justice system and not under the framework of the Law of Justice and Peace, since this framework benefits the victimizers and not the victims, since they have not told all of the truth, have not made comprehensive reparations to the victims, and have not dismantled their criminal structures.""."	False	dev
wikipedia_random1514747_N (New York City Subway service)_30	When the north side of the Manhattan Bridge reopened and the south side was closed on December 11, 1988, the N began running local in Manhattan and via the Montague Tunnel at all times; In order to replace B service to Ditmars Boulevard, additional N service was provided during rush hours.	False	train
wikipedia_random243025_A Moveable Feast_4	Among other notable persons, people featured in the book include: Sylvia Beach, Hilaire Belloc, Aleister Crowley, John Dos Passos, F. Scott and Zelda Fitzgerald, Ford Madox Ford, James Joyce, Wyndham Lewis, Pascin, Ezra Pound, Evan Shipman, Gertrude Stein, Alice B. Toklas and Hermann von Wedderkop.	False	train
wikipedia_random1700738_Doug Duncan_45	During the brief announcement of his withdrawal, he said that he had at first thought he was simply experiencing physical and mental fatigue associated with campaigning, but that the symptoms had progressed beyond simple fatigue, and sought medical treatment which resulted in the depression diagnosis.	False	train
wikipedia_random18938226_Digital rights management_426	Furthermore, some illegal file sharing websites are host to viruses and malware which attach themselves to the files (see torrent poisoning).If digital media (for example, songs) are all provided on accessible, legitimate sites, and are reasonably priced, consumers will purchase media legally to overcome these frustrations.	False	dev
wikipedia_random577742_Photo manipulation_50	Infringements of the Code are taken very seriously, especially regarding digital alteration of published photographs, as evidenced by a case in which Pulitzer prize-nominated photographer Allan Detrich resigned his post following the revelation that a number of his photographs had been manipulated.	False	dev
wikipedia_random2240081_Moon rock_44	The ferroan anorthosite suite is the most common group in the highlands, and is inferred to represent plagioclase flotation cumulates of the lunar magma ocean, with interstitial mafic phases formed from trapped interstitial melt or rafted upwards with the more abundant plagioclase framework.	False	test
wikipedia_random9550092_Radio Luxembourg_273	Eastern Bloc governments did not use jammers to prevent people from listening to Radio Luxembourg, but did do so for Radio Free Europe and, since the stations used harmonic frequencies (1439 kHz for Luxembourg and 719 kHz for Free Europe), the jamming also affected Radio Luxembourg's signal.	False	test
wikipedia_random4686701_Consultant (medicine)_4	This usually entails holding a Certificate of Completion of Training (CCT) in any of the recognised specialities, but academics with substantial publications and international reputation may be exempted from this requirement, in the expectation that they will practice at a tertiary level.	False	train
wikipedia_random14919288_Gmina Koronowo_3	Apart from the town of Koronowo, Gmina Koronowo contains the villages and settlements of Aleksandrowiec, Bieskowo, Buszkowo, Byszewo, Bytkowice, Dąbrowice, Drzewianowo, Dziedzinek, Glinki, Gogolin, Gogolinek, Gościeradz, Grabino, Huta, Iwickowo, Krąpiewo, Łakomowo, Łąsko Małe, Łąsko Wielkie, Lipinki, Lucim, Mąkowarsko, Mąkowarsko PGR, Młynkowiec, Morzewiec, Nowy Dwór, Nowy Jasiniec, Okole, Osiek, Popielewo, Romanowo, Różanna, Salno, Samociążek, Sitowiec, Skarbiewo, Sokole-Kuźnica, Srebrnica, Stary Dwór, Stopka, Tryszczyn, Tryszczyn-Elektrownia, Tuszyny, Wierzchucin Królewski, Więzowno, Wilcza Góra, Wilcze, Wiskitno, Witoldowo and Wtelno.	False	train
wikipedia_random2320524_Black or White_50	"At the end of the song, several different people, of differing races and nationalities, including actor Glen Chin, model Tyra Banks, actress Khrystyne Haje, actor Jeffrey Anderson-Gunter, and voice actress and singer Cree Summer dance as they morph into one another (shown as ""talking heads"")."	False	train
wikipedia_random816023_Community informatics_53	"Michael Gurstein says that community informatics is a technology strategy or discipline that connects at the community level economic and social development with the emergence of community and civic networks, electronic commerce, online participation, self-help, virtual health communities, ""Tele-centres"", as well as other types of online institutions and corporations."	False	dev
wikipedia_random53839254_Indochinese alcohol monopoly_17	:580 Collectively, the duo then encouraged the newly elected Governor General Paul Doumer, who fortunately had similarly earmarked alcohol (in addition to opium and salt) in his plan for generating a sustainable fiscal foundation for the colony, to grant Fontaine’s SFDIC a monopoly on the manufacture of alcohol.	False	dev
wikipedia_random4609694_Royal intermarriage_72	The Manchu leader Nurhaci married one of his granddaughters to the Ming General Li Yongfang 李永芳 after he surrendered Fushun in Liaoning to the Manchu in 1618 and a mass marriage of Han Chinese officers and officials to Manchu women numbering 1,000 couples was arranged by Prince Yoto 岳托 (Prince Keqin) and Hongtaiji in 1632 to promote harmony between the two ethnic groups.	False	train
wikipedia_random2592512_Ann Wagner_61	On February 3, 2017, Congresswoman Wagner appeared in the Oval Office with President Donald Trump during the signing of executive orders to examine a repeal of the popular Dodd-Frank financial regulatory package, as well as to delay the Department of Labor's proposed fiduciary standard, which requires that financial advisors act in their clients' best interests and disclose all fees.	False	test
wikipedia_random35316064_Regional Theatre: the Revolutionary Stage_3	While local theatres, most of them amateur, existed in American towns and cities prior to the Movement, it was this development that laid the foundation for today's network of regional theatres of comparable (and often superior) professional quality and artistic vision to that found in New York City.	False	train
wikipedia_random20672_Matthew the Apostle_20	"On the surface, this has been taken to imply that Matthew's Gospel itself was written in Hebrew or Aramaic by the apostle Matthew and later translated into Greek, but nowhere does the author claim to have been an eyewitness to events, and Matthew's Greek ""reveals none of the telltale marks of a translation""."	False	train
wikipedia_random6293723_Lakeland Linder Regional Airport_40	Despite the military's departure from Lakeland Linder Regional Airport, Florida Army National Guard aircraft, as well as Air Force aircraft from MacDill AFB, Coast Guard aircraft from CGAS Clearwater, Army Reserve aircraft from the Army Aviation Support Facility at St. Petersburg-Clearwater International Airport, and other transient military aircraft throughout the southeast United States continue to use the airfield for practice approaches, landings and takeoffs.	False	train
wikipedia_random3170729_Mairéad Byrne_5	"In the Cambridge Companion to Twentieth Century British and Irish Women's Poetry (2011), Lee Jenkins situates Byrne's poetics ""in the global circuitry of diaspora, migration, and the information superhighway,"" identifying as a significant accomplishment that ""she refuses to choose between formal innovation and radical theme,"" fusing commitments to both social justice and linguistic innovation."	False	test
wikipedia_random1441332_Qui tam_20	"For example, the 1328 Statute of Northampton penalized (by forfeiture and fine) the holding of fairs by lords and merchants for longer than the authorized length, and provided that ""every man that will sue for our Lord the King, shall be received, and [also have] the Fourth Part of that which shall be lost at his Suit."""	False	train
wikipedia_random27514641_Science of team science_9	"The interdiscipline of SciTS initially emerged from practical concerns on the part of funding agencies, which needed to gauge the performance of team science, understand its added value, determine the return on investment of large research initiatives, and inform science policy The term ""science of team science"" was first introduced in October, 2006, at a conference called The Science of Team Science: Assessing the Value of Transdisciplinary Research, hosted by the National Cancer Institute, in Bethesda, Maryland."	False	test
wikipedia_random49261004_The Last Kabbalist of Lisbon_9	Berekiah endeavors to identify the murderer with the help of his Islamic friend and soul-mate Farid, although, as a kabbalist interested in the symbolic nature of the world, he grows more interested in learning the underlying meaning of his uncle’s murder for his family, the Jews of Lisbon and all humanity – and even for God.	False	dev
wikipedia_random28019782_River North Point_9	The building is associated with the neighboring Merchandise Mart to its east, which it is connected to by way of an enclosed pedestrian walkway and the two buildings are sometimes jointly referred to as the Merchandise Mart and Apparel Center or Merchandise Mart and Apparel Center Annex.	False	dev
wikipedia_random1669998_Alpha Phi Alpha_228	The fraternity's Nu Mu Lambda chapter of Decatur, Georgia, held a voter registration drive in DeKalb County, Georgia in 2004, from which Georgia Secretary of State Cathy Cox rejected all 63 voter registration applications on the basis that the fraternity did not follow correct procedures, including obtaining specific pre-clearance from the state to conduct their drive.	False	test
wikipedia_random52616713_Maria Wachter_50	Within Europe France was unusual in welcoming political exiles from Nazi Germany and permitting them to live in the country legally without having to marry locally, but following a change of government in April 1938 French liberal traditions regarding political asylum were thrown into reverse, and by 1939, even in France foreign passport holders were required to renew their residence permits each week at the local prefecture.	False	test
wikipedia_random6544209_International Conference on Automated Reasoning with Analytic Tableaux and Related Methods_5	The following TABLEAUX were held in 2007 in Aix en Provence, France, as part of IJCAR 2008, in Sydney, Australia, as TABLEAUX 2009, in Oslo, Norway, as part of IJCAR 2010, Edinburgh, UK, as TABLEAUX 2011, in Bern, Switzerland, 4-8 July 2011, as part of IJCAR 2012, Manchester, United Kingdom, as TABLEAUX 2013, Nancy, France, 16-19 September 2013, and as part of IJCAR 2014, Vienna, Austria, 19-22 July 2014.	False	train
wikipedia_random32541612_Caroline Severance_7	Having devoted her life to the creation and support of organizations for women, she moved to Los Angeles in 1875, where she was known as “The Mother of Clubs.” In 1853, after several years of attending and speaking at conventions on behalf of woman’s rights, she made her first appearance as a speaker to the general public with a speech to Cleveland’s Mercantile Library Association, the first lecture delivered there by a woman.	False	train
wikipedia_random96687_Twiggs County, Georgia_10	The entire eastern edge of the county is located in the Lower Oconee River sub-basin of the same Altamaha River basin, with a small triangular portion of Twiggs County, south of Interstate 16 and west of Danville, located in the Little Ocmulgee River sub-basin of the same larger Altamaha River basin.	False	train
wikipedia_random4834147_Eugein II of Alt Clut_2	Dumnagual is presumed to be the monarch who submitted to the joint army of Kings Óengus I of the Picts and Eadberht of Northumbria in 756; after this event, Alt Clut seems to have remained under foreign power and the royal line is known exclusively through the Harlein genealogies for more than a century.	False	train
wikipedia_random11085324_Free energy perturbation_12	"Umbrella sampling is another free-energy calculation technique that is typically used for calculating the free-energy change associated with a change in ""position"" coordinates as opposed to ""chemical"" coordinates, although Umbrella sampling can also be used for a chemical transformation when the ""chemical"" coordinate is treated as a dynamic variable (as in the case of the Lambda dynamics approach of Kong and Brooks)."	False	dev
wikipedia_random317328_Dormitory_83	Michigan State University, Ohio University, the University of Wisconsin–Milwaukee, the University of Texas at Austin, the University of Copenhagen, and London are six diverse and relevant examples of notable residential campuses that each display different relevances to contemporary dormitories in higher education.	False	train
wikipedia_random34956355_Rhinelandic regiolect_14	Most notably, the linguistics department of the Institut für Landeskunde und Regionalgeschichte (Institute for Regional Studies and History, former: Amt für Rheinische Landeskunde (ARL) – Office of Rhinelandic Regional Knowledge and Documentation) of the Landschaftsverband Rheinland (LVR) has contributed to that work.	False	train
wikipedia_random39166980_Thomas Fowler (courtier)_6	"There were two other notable contemporary Thomas Fowlers in London; the ""comptroller of the works"" (paymaster of the royal works d. 1595), who married for his second wife a Margaret Johnson who has been mistakenly identified as the mother of the poet Ben Jonson; and Sir Thomas Fowler of Islington."	False	dev
wikipedia_random801578_Biltmore Estate_82	The suite of rooms includes the Damask Room; the Claude Room, named after one of Vanderbilt's favorite artists, Claude Lorrain; the Tyrolean Chimney Room; and the most grand, the Louis XV Room, so named due to its architectural scheme and furnishings that were very popular in the late nineteenth century.	False	test
wikipedia_random229104_Matter wave_130	This conceptual difference entails that, in contrast to de Broglie's pre-quantum mechanical wave description, the quantum mechanical probability packet description does not directly and explicitly express the Aristotelian idea, referred to by Newton, that causal efficacy propagates through ordinary space by contact, nor the Einsteinian idea that such propagation is no faster than light.	False	train
wikipedia_random48888738_Shenglei_40	The 25-volume version by the monk Xuanying 玄應 (c. 649–661) cited the Shenglei 207 times, once indicated by author and title, the rest by title alone (Zhou 1962: 83–84); the 100-volume version by the monk Huilin 慧琳 (737–820) quoted the rime dictionary 625 times, some only by title, others by author and title.	False	dev
wikipedia_random30814247_Willis–Punch ministry_15	The ministry covers the period from 23 January 1976, a few days after Willis deposed the Honourable Tom Lewis, MLA in a spill motion for the leadership of the parliamentary branch of the Liberal Party in New South Wales and hence, premiership, until 14 May 1976, when the coalition was defeated at the 1976 election by the Labor Party and the First Wran ministry was formed.	False	dev
wikipedia_random2592512_Ann Wagner_68	Wagner was among the first members of Congress to sponsor the Financial CHOICE Act of 2017, which weakens oversight by the Consumer Financial Protection Bureau, allows greater risk-taking by financial institutions, and eliminates the requirement that financial advisors act in their clients' best interests.	False	dev
wikipedia_random4226525_Grid cell_6	For a grid cell, if a dot is placed at the location of the rat's head every time the neuron emits an action potential, then as illustrated in the adjoining figure, these dots build up over time to form a set of small clusters, and the clusters form the vertices of a grid of equilateral triangles.	False	dev
wikipedia_random42659383_Al-Sahel SC_0	Al-Sahel Sports Club (Arabic: نادي الساحل الرياضي‎) is a professional multi-sports club based in the Syrian city of Tartus, mostly known for its football team which competes in the Syrian 2nd League, and the women's basketball team which competes at the top level of the Syrian basketball league.	False	train
wikipedia_random43419774_Rivoli Bay_7	Rivoli Bay is one of four bays on the South Australian coast considered by the Australian government to be a ‘historic bay’ under the Seas and Submerged Lands Act 1973 and was proclaimed as such in 1987 and again in 2006 with the result that the mouth of the bay is on the territorial seas baseline and the waters within the bay are internal waters as per the definition used in United Nations Convention on the Law of the Sea.	False	train
wikipedia_random51606522_Carsten Kengeter_23	Additionally he is Chairman of the Supervisory Board of Circuitus Capital LLP, Director of FNZ Group Ltd. and member of the Advisory Board of the Financial Markets Group and the Systemic Risk Centre of the London School of Economics and Political Science, as well as a member of the Fixed Income Currencies Commodities Markets Standards Board.	False	train
wikipedia_random173691_Jeff Buckley_85	"In addition to seven original songs, the album included three covers: ""Lilac Wine"", based on the version by Nina Simone; made famous by Elkie Brooks, ""Corpus Christi Carol"", from Benjamin Britten's A Boy was Born, Op.3, a composition that Buckley was introduced to in high school, based on a 15th-century hymn; and ""Hallelujah"" by Leonard Cohen, based on John Cale's recording from the Cohen tribute album, I'm Your Fan."	False	train
wikipedia_random5049320_Deponija, Belgrade_16	For the time being, the problem can't be solved as informal settlements can be turned into a formal ones (which would mean the city government would have to introduce power, sewage, water) only if they are built on city land, and the ownership of the land that Deponija is built on is disputed.	False	dev
wikipedia_random8017185_Icíar Bollaín_32	This cinematographic work is useful from an academic point of view, not only for its historical value, but also because it is presented as an open window that allows the viewer to take the place of the characters, suffering with them the same surprises and impressions, since the point of arrival of the women to Santa Eulalia.	False	test
wikipedia_random25659300_Undergraduate Student Government at Stony Brook University_32	"Attention was then turned to completing the requirements of a memorandum dated February 25 to President Lawrence which required Polity to ""appoint a Judiciary, correct a range of serious problems and contradictions in its constitution 'as it relates to election procedures, budget allocation and balance of power,' and complete the elections that were supposed to have taken place April of 2001."""	False	train
