rev_id	comment	is_toxic	split
wikipedia32304_United Methodist Church_7	The New York body also ordained the first openly gay and lesbian clergy.	False	train
wikipedia7177569_The Gay Deceivers_1	According to gay film historian Vito Russo in his book The Celluloid Closet, co-star Michael Greer, who played the flamboyantly gay Malcolm and who was himself gay, tried to work with the screenwriter and director to minimize the negativity of the characterization and present Malcolm in a positive light.	False	train
wikipedia43313249_Peter Nowalk_0	Nowalk has stated that he is gay.	False	dev
wikipedia1521029_John Nelson (physician)_3	"""AMA Feels Heat Over Leader's Anti-Gay Remarks."""	False	train
wikipedia44156658_Amy Sueyoshi_5	"2 (May 2013): 297-298.
Review of Doctor Mom Chung of the Fair-Haired Bastards: The Life of a Wartime Celebrity by Judy Tzu-Chun Wu, Journal of American Ethnic History (Fall 2005): 113-115.
Review of The Making of a Gay Asian Community: An Oral History of Pre-AIDS Los Angeles by Eric C. Wat, Journal of the History of Sexuality 12, no."	False	dev
wikipedia44003562_Dennis Denisoff_1	In 1994, Denisoff published a poetry collection, Tender Agencies, and edited the anthology Queeries: An Anthology of Gay Male Prose.	False	train
wikipedia18411327_MW (manga)_1	The men also share a homosexual relationship; after their first night together, the adolescent Garai raped the then-underaged Michio.	False	train
wikipedia33916642_Queer pornography_23	So, in order to avoid creating a new kind of norm, queer pornography constantly works along the edge of the gender system.	False	train
wikipedia6803715_Nicole Scherzinger_0	Scherzinger is also a supporter of gay rights.	False	test
wikipedia5574090_Haylee Wanstall_0	Haylee Wanstall (born December 21, 1992) in Toronto, Ontario is a film actress who debuted at the age of 7 on Queer as Folk.	False	dev
wikipedia22236605_Reynold Ginier_0	4th, Patrouille des Glaciers (together with Cyrille Fellay and Stéphane Gay).	False	test
wikipedia898417_José Sarria_0	José Julio Sarria also known as The Grand Mere, Absolute Empress I de San Francisco, and the Widow Norton (December 13, 1922 – August 19, 2013) was an American political activist from San Francisco, California who, in 1961, became the first openly gay candidate for public office in the United States.	False	train
wikipedia3534144_LGBT rights in Romania_8	In the early 1990s, when gay rights activists, international human rights organizations, and the European Council started to press the Romanian government to decriminalize homosexuality and ensure equal rights for all citizens, the conservative political elites and the Orthodox Church claimed that sexual minorities did not exist in Romania prior to 1989 and that homosexuality was only an undesirable product of capitalism, a life style induced by the Western democracies, and not a part of the heteronormative Romanian culture.	False	train
wikipedia18647153_Babble (band)_0	With the Thompson Twins' commercial success declining during the mid-to-late 1980s, Currie and Bailey relocated to Currie's native New Zealand and decided to form a new group with Fernley in 1993, who had worked primarily with the duo as an engineer and mixer on the 1989 album Big Trash, and producer on the 1991 album Queer.	False	train
wikipedia5662749_International Gay Rodeo Association_30	LSGRA - Louisiana State Gay Rodeo Association, Bossier City, Pennsylvania.	False	test
wikipedia31294700_LGBT demographics of the United States_6	The U.S. metropolitan areas with the most gay residents are the New York, New York–Northern New Jersey–Long Island, New York metro with 568,903; followed by Los Angeles–Long Beach–Santa Ana, California with 442,211; and the Chicago-Naperville-Joliet, Illinois-Indiana-Wisconsin metro with 288,748.	False	dev
wikipedia694934_Nina Webster_0	He then reveals that he is gay, and has always been.	False	train
wikipedia27584028_Story of O (film)_0	Henri Piégay as Maître.	False	train
wikipedia23959445_Moral theology of Rowan Williams_1	When he became Archbishop of Canterbury, questions of whether and how Williams would apply his views, specifically with regard to homosexual relationships among the clergy, were put squarely in the spotlight, through the issue of the proposed consecration of a gay priest, Jeffrey John, as Bishop of Reading.	False	train
wikipedia13412152_1967 Masters Tournament_0	Gay Brewer won his only major title by one stroke over runner-up Bobby Nichols.	False	train
wikipedia17604326_Mary Augusta Dickerson_0	And we did have such funny, interesting talks, that queer, dear little Japanese boy and I!.	False	train
wikipedia8717738_Storylines of Shortland Street (1999)_0	Moira later discovered that Jordan was gay, and while she initially did not accept her son's homosexuality, she eventually grew to accept him for who he was.	False	test
wikipedia3866210_Gunbird_0	He is homosexual in a rather uncloseted manner and rides in a man-powered helicopter.	False	train
wikipedia52663174_Hiding in Hip-Hop: On the Down Low in the Entertainment Industry—from Music to Hollywood_0	"Dean then goes on to discuss how he got involved in this secret gay Hip-Hop subculture and his first parties and he goes on to give graphic depictions of sexually acts between men he either participated in or witnessed some of them with well-known rappers or celebrities throughout Hollywood and possesses the question: ""What I''m truly hoping for is the start of a real conversation about why, in this very contemporary day and age, we as black people are still made to feel that we cannot be comfortable in our skin?''"	False	test
wikipedia651466_Grupo Gay da Bahia_2	The GGB was directly responsible for the foundation of several groups in defense of the human rights of homosexuals in other states of Brazil, and it provides a meeting space for the Lesbian Group of Bahia, the Association of Transvestites of Salvador, and the Anti-AIDS Center of Bahia, entities which are allied with yet independent from the GGB.	False	train
wikipedia425985_The Ambiguously Gay Duo_2	The shorts were intended to satirize suggestions that early Batman comics implied a homosexual relationship between the eponymous title character and his field partner and protégé Robin, a charge most infamously leveled by Fredric Wertham in his 1954 book, Seduction of the Innocent, the research methodology for which was later discredited.	False	train
wikipedia30944012_Byttnerioideae_3	Thomasia J.Gay.	False	dev
wikipedia207225_USS Hornet (CV-8)_0	Ensign George H. Gay, USNR, was the only survivor of 30 men.	False	train
wikipedia18310148_Queen (slang)_6	A rice queen is a gay male who prefers or exclusively dates East Asian men.	False	train
wikipedia1601618_Springfield College (Massachusetts)_0	Tom Waddell – alumnus, physician and founder of Gay Games.	False	train
wikipedia48908613_2016 New Year Honours_0	Gay Huey Evans — for services to Financial Services and Diversity.	False	test
wikipedia38498916_Gerry Healy_0	"Healy was a crook and a political charlatan, who preserved his position as General Secretary of the WRP by resorting to the most bureaucratic and anti-democratic measures, who stubbornly opposed any campaigning for women's liberation or gay rights, who habitually subjected women ""comrades"" to sexual abuse, who sold out the WRP's formal principles and programme for Middle East oil money and who has done more than anyone to degrade the reputation of Marxism and Trotskyism in Britain."	False	test
wikipedia31044182_Jay Landesman_1	He hung out with the homosexual Labour MP Tom Driberg and his Filipino companion, a diary entry from July 20, 1964 reads:.	False	train
wikipedia96527_Slash fiction_7	Due to the lack of canonical homosexual relationships in source media at the time, some came to see slash fiction as being exclusively outside of canon.	False	dev
wikipedia1265504_Bernie Hansen_2	He sponsored or co-sponsored several human rights ordinances, including the Human Rights Ordinance expanding protection against discrimination in housing, employment, public accommodations, and credit to gay males, lesbians, and persons with disabilities, an ordinance to assist victims of hate crimes, and a 1997 ordinance Hansen introduced to extend health-care benefits to the domestic partners of gay and lesbian city employees.	False	dev
wikipedia1363780_The Swimming Pool Library_9	Returning, he encounters a group of skinheads who demand his watch, attack and queer-bash him, destroying the Firbank novel in the process.	False	test
wikipedia34405501_Jenelle Hutcherson_1	Hutcherson became a name in the LGBT community, the pageant community, and made headline news in media such as NBC, CBS, KCAL9, Huffington Post, After Ellen, The Advocate, NOH8 Campaign, Courage Campaign, GLAAD, SDGLN (San Diego Gay and Lesbian News), Curve Magazine, GreaterLongBeach.com, Press-Telegram, and Los Angeles Times.	False	train
wikipedia10717211_Ashley Davies_6	Musgrave is seen as a spokesperson for gay youth, who look to her for guidance.	False	train
wikipedia11058032_Grey's Anatomy (season 4)_2	I wanted to be gay.	False	test
wikipedia3574725_Bianca Montgomery_33	Jeffrey Epstein, at the time a staff writer for Soap Opera News, was criticized by AfterElton.com for his statement in 1998, where he discouraged the idea that there would be more gay or lesbian representation to come on daytime television due to soap operas being mostly viewed by women and that gay or lesbian romances do not truly enrich most heterosexual women's fantasies.	False	train
wikipedia1042082_Dragons (Pern)_0	"All brown riders in the Pern novels are men; most are heterosexual, but bisexual or ""masculine"" homosexual brown riders are not rare."	False	train
wikipedia2737130_Robert Walden_1	His youngest brother, played by Paul Regina, was gay and the series dealt with issues regarding homosexuality.	False	train
wikipedia2766365_Leather Archives and Museum_0	Notable museum artifacts include original works by Tom of Finland, the largest collection of original Etienne works in the world, historic sadomasochism and sexual devices, and colors (patches worn on the back of leather vests) from hundreds of existing and former Gay and Lesbian motorcycle clubs, leather clubs and sex clubs.	False	train
wikipedia1565350_Ariel Schrag_5	Her friend focuses on how great it is to have a community supporting you but not the issues queer people face on a daily basis is just one example.	False	test
wikipedia1885523_Teorema (film)_0	In his biographical work on Pasolini, Pier Paolo Pasolini, Enzo Siciliano simply assumes that Pasolini expresses his struggle of being homosexual in the film.	False	test
wikipedia26323129_Jakob Bro_0	Who Said Gay Paree (Loveland, 2008).	False	train
wikipedia7272_Christianity and homosexuality_39	They view certain verses, which they believe refer only to homosexual rape, as not relevant to consensual homosexual relationships.	False	test
wikipedia46789914_Declan Flynn_1	His murder is seen as the catalyst for the Gay Pride movement in Ireland.	False	dev
wikipedia34988326_Out & About (newsletter)_1	The newsletter was specially tailored for gay and lesbian travelers.	False	test
wikipedia6755012_Mike Webb (radio host)_0	The Endup was a popular gay dance club (still open in 2013).	False	dev
wikipedia7015452_LGBT rights in Slovenia_7	In Ljubljana there are many gay-friendly clubs and bars.	False	dev
wikipedia11941202_Queer Student Cultural Center_11	National recognition by sports department of 'Gay Day'  in 1990.	False	dev
wikipedia49187631_Pink capitalism_8	"[...] The penetration of the new model is carried out through private channels: by entrepreneurs who mimetically reproduce gay institutions already present in other countries [...] Institutionalization of homosexual universe ""implies a search for efficiency and economy which involves, at the same time, maximizing efficiency (expressed quantitatively in number of partners and orgasms) and minimizing costs (waste of time and rejection of proposals)""."	False	train
wikipedia22793486_Queer Duck: The Movie_15	This decision also has an effect on his lover, Openly Gator who wants Queer Duck to accept for who he is without change.	False	train
wikipedia52554089_The Gilda Stories_1	Readings took place at the Museum of the African Diaspora and the Queer Arts Festival in 2011 to mark the book's 20th anniversary.	False	train
wikipedia11398157_Doric Wilson_1	Wilson received his early theater training under Lorraine Larson, apprenticed with Dorothy Seeburger and the Richland Players, and studied briefly at the Drama Department of the University of Washington until he was forced to leave after he initiated a one-person protest against anti-gay sniper attacks at a nearby park.	False	train
wikipedia31551087_Home Wrecker_1	This episode satirizes several stereotypes in regard to the homosexual community, particularly among gay men.	False	train
wikipedia1381142_John Silber_2	"Silber denounced the group for ""evangelism"" and ""homosexual militancy"" with the purpose of promoting gay sex."	False	test
wikipedia3659477_LGBT rights in Brazil_33	Since the late 1990s however, many concessions have been granted to homosexual couples.	False	train
wikipedia50915813_Wilbert Ting Tolentino_12	Gay World stage.Advocacygay diversitygay masculinity & bisexuality /.	False	dev
wikipedia5845337_Pride at Work_15	Wallace and others associated with the Gay and Lesbian Labor Activists Network (GALLAN), an organization of LGBT labor union activists in San Francisco, pushed for the formation of national organization out of frustration with the labor movement's silence during the debate over the Defense of Marriage Act.	False	train
wikipedia32259972_LGBT history in Mexico_14	"It should be noted, however, that it did not grant people the right to be overtly homosexual; for included in the ""minimum ethics indispensable to maintaining society"" are laws against solicitation and any public behavior which is considered socially deviant or contrary to the folkways and customs of the time."	False	dev
wikipedia2165536_Jonathan Troy_2	He appears to be gay (at least Jonathan thinks so).	False	dev
wikipedia39822408_G.B.F. (film)_14	Nov 10, 2013 - Long Island Gay Lesbian Film Festival.	False	test
wikipedia30865640_Henry Ford Academy_0	The benchmark year for the most notable students and alumni to come out of HFA was arguably the Class of 2003 which included such well-known names such as Bonnie Zimmerman (world renowned comedienne), Derek Myers (gay heartthrob) , Halley McKenzie (neé Bryan) (famous for her agile driving skills in small compact cars such as Escort ZX2s), Lauren Duthie (world traveler and animal whisperer), and Toria Guyot (Redford's most notorious xxx-rated VHS movie slinger).	False	train
wikipedia7264446_Ian Gibson (author)_0	Lorca y el mundo gay (2009).	False	train
wikipedia31686586_Re-Imagining (Christian feminist conference)_0	Understanding and acceptance for homosexual, bisexual, and transgender persons expressed by speakers from the podium.	False	train
wikipedia9618008_Sophia Smith Collection_1	The Old Lesbian Oral Herstory Project, founded by Arden Eversmeyer in 1999, is archived as part of the Sophia Smith Collection The SSC Periodicals Collection includes over 1,000 titles of current and historical women’s magazines, newspapers, newsletters, and other serials, and 50 current subscriptions.	False	train
wikipedia1790829_LGBT rights in Poland_12	Lesbian, gay and bisexual people are not banned from military service.	False	dev
wikipedia44936804_Final episode of The Colbert Report_0	Dan Savage, gay rights activist.	False	train
wikipedia47387127_What's So Amazing About Grace?_0	"These include a modern retelling of the Parable of the Prodigal Son, an account of Yancey's friendship with Mel White who came out as homosexual, a comparison of the teachings of early Christians Pelagius and Augustine of Hippo, and a summary of Karen Blixen's short story ""Babette's Feast""."	False	dev
wikipedia6344136_Trembling Before G-d_20	In his response, he holds that gay people can be cured through therapy, and that the movie is meant to promote homosexuality:.	False	dev
wikipedia24480416_Men for Sale_0	The film was shot over a one-year period in Montreal's Gay Village.	False	train
wikipedia3982884_About Your Sexuality_0	For example, film strips used in the course showed images of real heterosexual and homosexual encounters, and masturbation.	False	test
wikipedia30855012_Robert de Montesquiou_0	Montesquiou's homosexual tendencies were patently obvious, but he may in fact have lived a chaste life.	False	train
wikipedia8907368_Joe Phillips_9	"He also created the art for the comic book character ""Rage"", which featured in the second season of the Showtime series Queer as Folk."	False	train
wikipedia111582_Wonder Woman_1	"Fredric Wertham's Seduction of the Innocent referred to her as the ""lesbian counterpart to Batman"" (whom he also identified as a homosexual)."	False	train
wikipedia3469709_Goronwy Rees_1	Rees sat on the Departmental Committee on Homosexual Offences and Prostitution.	False	test
wikipedia26410_Conversion therapy_51	Spitzer acknowledged that the study sample consisted of people who sought treatment primarily because of their religious beliefs (93% of the sample), served in various church-related functions, and who publicly spoke in favor of changing homosexual orientation (78%), and thus were strongly motivated to overreport success.	False	train
wikipedia15883_July 9_0	1986 – The New Zealand Parliament passes the Homosexual Law Reform Act legalising homosexuality in New Zealand.	False	test
wikipedia45185734_Thirty-fourth Amendment of the Constitution of Ireland_11	"The day the result was announced the Northern Ireland branch of Amnesty International announced a march in Belfast ""on June 13 calling for legislation for same-sex marriage in the North"", with its programme director Patrick Corrigan describing Northern Ireland as ""now the last bastion of discrimination against gay people in these islands""."	False	train
wikipedia5304994_Andrew Rannells_1	He knew he was gay since high school.	False	test
wikipedia40779213_The David Kopay Story_1	"The David Kopay Story received mixed reviews from Josephine A. DeLapo in Library Journal, who wrote that Kopay was ""painfully honest"" about his life but that the book would not convince its readers that homosexuality is normal, and from Harvey Hamburg in the gay magazine The Body Politic, who wrote that the book served a legitimate purpose in challenging stereotypes, but that it would mean less to gay people who were already part of the gay community than to those who were closeted."	False	train
wikipedia10380708_Homosexuality and the Catholic Church_184	Jean O'Leary (1948 – 2005) was an American lesbian and gay rights activist.	False	train
wikipedia31633902_Chris Culliver_4	He added that he loved San Francisco, which has a large gay community.	False	train
wikipedia6553189_LGBT rights in Japan_10	In 2005 Kanako Otsuji, from the Osaka Prefectural Assembly, became the first homosexual politician to formally come out at the Tokyo Gay Pride Festival.	False	train
wikipedia66936_LGBT_43	Many younger people also understand queer to be more politically charged than LGBT.	False	dev
wikipedia20598265_Phallus_0	Founded in the 1980s in Montreal, Quebec, by D. F. Cassidy, it has a following mainly among homosexual men in Canada and the United States.	False	train
wikipedia25336691_Australian Lesbian and Gay Archives_4	ALGA has also built up extensive collections relating to key aspects of LGBTI life in Australia, in particular pride festivals such as Sydney Gay and Lesbian Mardi Gras, Midsumma and Feast Festival, as well as HIV/AIDS and the various state AIDS action and support organisations, and lesser known aspects such as queer Christian organisations and queer sporting organisations and events.	False	train
wikipedia8762611_Global Language Monitor_0	Brokeback (2004) New term for ‘gay’ from the Hollywood film ‘Brokeback Mountain’.	False	train
wikipedia34274411_Sexual Preference (book)_50	"He contrasted Bell and Weinberg's work unfavorably with that of European thinkers whom he credited with ""provocative theoretical speculations"", mentioning the philosophers Michel Foucault and Guy Hocquenghem, the gay rights activist Mario Mieli, the sexologist Martin Dannecker, and the sociologist Jeffrey Weeks."	False	test
wikipedia10882638_Manual Enterprises, Inc. v. Day_1	Although the magazines were aimed at gay men, the content did not explicitly mention homosexuality.	False	train
wikipedia220272_Mrs Dalloway_0	"The narrator describes Septimus and Evans behaving together like ""two dogs playing on a hearth-rug"" who, inseparable, ""had to be together, share with each other, fight with each other, quarrel with each other...."" Jean E. Kennard notes that the word ""share"" could easily be read in a Forsteran manner, perhaps as in Forster's Maurice, which shows the word's use in this period to describe homosexual relations."	False	dev
wikipedia717010_Morris Panych_0	Openly gay, Panych married his longtime partner, Ken MacDonald, in 2004.	False	train
wikipedia17828192_Virtually Normal_13	"Ingram considered Virtually Normal important, describing it as ""a level-headed, clearly argued discussion of gay rights, the homosexual, and society."""	False	train
wikipedia9512616_History of Dedham, Massachusetts, 1635–1792_0	"These original settlers, including Edward Alleyne, John Everard, John Gay and John Ellis ""paddled up the narrow, deeply flowing stream impatiently turning curve after curve around Nonantum until, emerging from the tall forest into the open, they saw in the sunset glow a golden river twisting back and forth through broad, rich meadows."""	False	dev
wikipedia34589450_George Smith (Hollyoaks)_6	He opined that a relationship between George and Callum would be credible given the serial's history concerning homosexual characters.	False	dev
wikipedia47579198_History of West Chester, Pennsylvania_2	Hannum renamed Turk's Head West Chester and began selling lots along Gay Street.	False	test
wikipedia31085200_Moran Bondaroff_0	Queer Fantasy, a group exhibition curated by William J. Simmons, in Los Angeles, 2015.	False	test
wikipedia49262719_Tyler Henry_0	Henry is openly gay.	False	test
wikipedia1464147_Vague club, Leeds_1	"The pioneering ethos that was behind Vague is what made it so successful years before any other club in the UK adopted a similar safe-space approach, according to Richard Smith speaking in 2006 then editor of Britain's leading gay publication Gay Times on the banning by the UK government of gay straight door policies he stated ""one of the most important clubs of the 90s was Trannies With Attitude Vague in Leeds."	False	test
wikipedia6840763_Band of Gold (Freda Payne song)_1	"Dunbar continued, ""They said this song is a smash in the gay community."	False	train
wikipedia162025_Gender identity_3	These gender expressions may be described as gender variant, transgender, or genderqueer (there is an emerging vocabulary for those who defy traditional gender identity), and people who have such expressions may experience gender dysphoria (traditionally called Gender Identity Disorder or GID).	False	train
wikipedia22570683_Nicki Minaj_0	"He's a lunatic and he's gay and he'll be on there a lot."""	False	test
wikipedia522641_Anal Cunt_4	"The album I Like It When You Die developed the idea of containing insults in their songs, with a recurring song title being ""X Is Gay"", with examples including ""You're Gay"", ""Technology's Gay"", ""Recycling Is Gay"", ""The Internet Is Gay"", ""Windchimes Are Gay"" and even ""The Word 'Homophobic' Is Gay."""	False	test
wikipedia1578093_Sophia Magdalena of Denmark_1	Various documents written during his lifetime alleged that he was bisexual or homosexual.	False	train
wikipedia32482575_Betty Steiner_1	Heterosexual and homosexual gender dysphoria.	False	train
wikipedia10726417_Saul Holden_1	He tells Saul that he has finally come out as gay.	False	train
wikipedia11806704_Danah boyd_1	"She has an ""attraction to people of different genders,"" but identifies as queer rather than lesbian or bi."	False	test
wikipedia43844934_Chinnadana Nee Kosam_1	Josh Ravi as a gay thief.	False	train
wikipedia13547_Hate crime_4	"Better watch out next Gay Pride Week.’ (Nairne, 1996).""."	False	train
wikipedia18661854_Lucy Jane Bledsoe_5	Gay Travels: A Literary Companion, Whereabouts Press 1998.	False	train
wikipedia55180675_Tom Doerr_3	He was a founding member of the Gay Activists Alliance (GAA) in New York.	False	train
wikipedia28392898_Baehr v. Miike_0	"As Congress considered passing DOMA, the House Judiciary Committee's Report on the legislation in 1996 discussed the implications of the Baehr case at length and argued for passage because ""a redefinition of marriage in Hawaii to include homosexual couples could make such couples eligible for a whole range of federal rights and benefits."""	False	dev
wikipedia31807860_Suburgatory_0	He is openly gay, after being inspired by Tessa to come out.	False	train
wikipedia44048889_Grantchester (TV series)_0	Al Weaver as Leonard Finch (Series 1—present), a naive, closeted, gay curate.	False	test
wikipedia42130669_Besame Mucho (film)_0	Linda Gay as Dina's mother.	False	test
wikipedia5271504_Karl Glogauer_0	The novel Breakfast in the Ruins contains a somewhat different Glogauer, centering on a homosexual love affair between him and an unnamed man from Nigeria.	False	train
wikipedia30018743_Brittany CoxXx_4	"Accolades included being described as the Kate Moss of gay porn and ""the boy with the hottest ass"" – in fact, Mickey Skee described the star as having ""one of the hottest asses in the business since Joey Stefano's"" whilst Jason Sechrest described the star as an ""insatiable super bottom with an unparalleled sex drive""."	False	dev
wikipedia1919759_Jack Harkness_4	In their academic publication, Queer TV, Glyn Davis and Gary Needham discuss Jack's role within Torchwood as a post-gay, romantic hero.	False	train
wikipedia9889876_Heinz Rutha_0	"He committed suicide in prison after having been publicly accused of homosexual practices and the ""corruption of youth.""."	False	test
wikipedia52899466_Tagalog profanity_0	Anal intercourse, even when between a man and a woman, has its origins in homosexual slang: terms such as an-an and uring are used to describe it.	False	train
wikipedia1363780_The Swimming Pool Library_5	Despite his youth, Rupert exhibits a strong gay sensibility.	False	train
wikipedia39912374_Morrissey_2	"He further suggested that part of Morrissey's appeal was that he conveyed the image of a ""cultivated English gentleman (and being every inch the typically English 'gent' he is perfectly representative of that type's loathing for cant and hypocrisy, and his fragile, quasi-gay sexuality)""."	False	train
wikipedia274751_Al-Azhar University_0	The university is opposed to liberal reform of Islam and issued a fatwa against the liberal Ibn-Rushd-Goethe mosque in Berlin because it banned face-covering veils such as burqa and niqab on its premises while allowing women and men to pray together and accepting homosexual worshippers.	False	train
wikipedia28635298_Zan Stewart_0	Among the musicians Stewart has performed with are pianists Albert Dailey, Gildo Mahones, Freddie Redd, Keith Saunders, Art Hillery, and Tardo Hammer; guitarists Bob DeVos and Dave Stryker; bassists Paul Gill, Louis Spears, Bill Moring, John Wiitala, Adam Gay, and Mike Karn; drummers Clarence Johnston, Roy McCurdy, Jimmy Cobb, Ron Marabuto, Tony Reedus, Steve Johns, and Tim Horner; and saxophonists Wilbur Brown, Pat Britt, Frank Morgan, Joe Lovano, Dewey Redman, and Grant Stewart.	False	train
wikipedia29260999_Edward Gay (artist)_5	Gay died in 1928 in Mount Vernon, New York.	False	train
wikipedia578348_Frot_13	"A 2011 survey of gay and bisexual men by the Journal of Sexual Medicine found that out of over 1,300 different combinations of sexual acts practiced, the most common, at 16% of all encounters, to be ""holding their partner romantically, kissing partner on mouth, solo masturbation, masturbating partner, masturbation by partner, and genital–genital contact."""	False	train
wikipedia334962_Peter Fitzgerald (politician)_0	Fitzgerald is a staunch conservative on such issues as opposition to abortion (except to save the life of the mother), gay marriage and taxes, but on some issues, particularly environmental issues, he opposed drilling in the Arctic National Wildlife Refuge throughout his tenure in the US Senate and broke with conservative colleagues.	False	test
wikipedia2590690_Robert Gustafsson_0	Greger: An obviously homosexual fireman dressed in a plaid kilt.	False	dev
wikipedia4150518_Sutherland v United Kingdom_3	The published findings show that the Commission considered a very wide range of opinions and factors, including the rationale for a higher age of consent for homosexual acts, opinions from medical staff as to what a suitable age limit is and whether a different age for heterosexual and homosexual acts is discriminatory.	False	dev
wikipedia4345497_Sexually dimorphic nucleus_3	The results showed that the volume of oSDN in heterosexual rams is approximately 2 times greater than that in homosexual rams.	False	train
wikipedia12894271_Frank A. Barnhart_3	HONORS AND AWARDS Forte Award, Gay Men's Chorus 2011 Outstanding Director, Central Ohio Theatre Roundtable 2007,2008,2011 Critic’s Circle Award, Central Ohio Critic’s Circle 2004 Outstanding Production, OOBR Award, (Off-off Broadway Review) 2003 Community Service Award, Stonewall Union 2003 Harold Award, Theatre Roundtable 2002 Critic’s Circle Award, Central Ohio Critic’s Circle 2002 Community Service Award, Stonewall Union 1997 Critic’s Circle Award, Central Ohio Critic’s Circle 1997 Citation in the Arts, State of Ohio 1992 Citation, Who's Who in Society and Business 1992	False	test
wikipedia54277511_Cross dressing ball_24	Most homosexual women can be found at the same spot every year on the costume ball a lady from Berlin organizes.	False	train
wikipedia53173441_12th AVN Awards_14	Best Performance in a Gay Video: Ryan Idol, Idol Country.	False	train
wikipedia451717_Virginia Foxx_0	"It wasn't because he was gay."""	False	test
wikipedia35012803_FACE à FACE_3	• 2nd edition (October 27 to 29, 2006): Queer yesterday, today and Gay Homosexuality and Religion: Utopia?.	False	train
wikipedia13551765_Joseph Steffan_5	On October 6, 1992, while serving as co-chairman of the Gay and Lesbian Law Students Association there, he and other students, with the support of the law school dean and represented by American Civil Liberties Union, asked a Connecticut state court to ban military recruiting on their campus because the military's ban on service by gays and lesbians violated the state statute that banned discrimination based on sexual orientation.	False	train
wikipedia4271612_Nicanor Tiongson_0	Tiongson wrote: “I believed that the two icons he created for film and TV – the screaming gay and the happy-go-lucky poor man – have, in the majority of his movies, equated gayness with abnormality and mindless frivolity on the one hand, and romanticized or deodorized poverty on the other.”    Philippines Circa 1907, 1985   Visiting Professor, Osaka University of Foreign Studies, Japan.	False	train
wikipedia49189275_Margaret Jane Mussey Sweat_2	A second theory is that only Stoddard was homosexual and seeking Sweat's help.	False	train
wikipedia36438026_Connie B. Gay_25	Gay Award as an honor of high prestige.	False	train
wikipedia3659477_LGBT rights in Brazil_75	July 17 – Gay Parade of Natal;.	False	train
wikipedia51614_Biology and sexual orientation_18	Female relatives of the homosexual men on their mother's side tended to have more offspring than those on the father's side.	False	train
wikipedia60866_Vallejo, California_6	Two openly gay men have been elected to Vallejo's city council.	False	test
wikipedia451207_Shrewsbury Town F.C._4	Despite the departure of a then talented young goalkeeper and future England number 1 Joe Hart to Manchester City, Shrewsbury went on a 14-match unbeaten run in the 2006–07 season; following a 2–2 draw against Grimsby Town in the final League match to be held at Gay Meadow, they finished in seventh place and thus qualified for the play-offs, where they defeated Milton Keynes Dons in the semi-finals.	False	dev
wikipedia6001157_Paul Moore Jr._0	He was the first Episcopal bishop to ordain an openly homosexual woman, Ellen Barrett as a priest in the church.	False	train
wikipedia8525748_Fire!!_1	he befriends an elderly gay African American named Bruce Nugent.	False	train
wikipedia1799621_LGBT rights in Ukraine_19	25 anti-gay activists were arrested.	False	test
wikipedia15236827_Sapho (Gounod)_0	For me, Sapho's unhappy love and that other obsessive love of Glycera's and Phaon's error, Alcaeus' unavailing enthusiasm, the dreams of liberty that culminate in exile, the Olympic festival and the worship of art by an entire people, the admirable final scene in which the dying Sapho returns for a moment to life and hears on one side the last distant farewell of Phaon to the Lesbian shore and on another the joyous song of a shepherd awaiting his young mistress, and the bleak wilderness, the deep sea, moaning for its prey, in which that immense love will find a worthy tomb, and then the beautiful Greek scenery, the fine costumes and elegant buildings, the noble ceremonies combining gravity and grace — all this, I confess, touches me to the heart, exalts the mind, excites and disturbs and enchants me more than I can say.	False	test
wikipedia20606295_Lambda Foundation_2	In December 2008 Lambda supported an education and research initiative with Queer Peace International (QPI) to co-produce the publication, Breaking Free: Sexual Diversity and Change in Emerging Nations, which examines ways in which sexual/gender minorities in developing countries empower themselves, educate their communities on gender and sexuality differences, and work collaboratively with international allies.	False	dev
wikipedia9437868_Honor killing_4	Such laws include on one side leniency towards such killings, and on the other side criminalization of various behaviors, such as extramarital sex, 'indecent' dressing in public places, or homosexual sexual acts, with these laws acting as a way of reassuring perpetrators of honor killings that people engaging in these behaviors deserve punishment.	False	dev
wikipedia3753275_Juan Alfonso de Baena_0	In this prologue, Baena asserts that poetry is a courtly pastime with “intellectual and therapeutic significance,” a sentiment that harkens back to the 14th century Catalan treatises on “la gaya sciència de trobar” or ‘the gay science of poetry,’ sponsored by the courts of Juan I and Martín the Humane, which established poetry as a “rhetorical display of courtliness” and provided rules for the ideal linguistic and structural composition of courtly poems.	False	train
wikipedia7466395_LGBT parenting_4	In 2010 a Florida court declared that reports and studies find that there are no differences in the parenting of homosexuals or the adjustment of their children, therefore the Court is satisfied that the issue is so far beyond dispute that it would be irrational to hold otherwise Some gay couples, especially male couples, decide to have a surrogate pregnancy.	False	dev
wikipedia897181_Bruce Bawer_28	Bawer's prominence in the gay-rights commentariat drew the ire of some leftists.	False	train
wikipedia44018156_Relationships for incarcerated individuals_5	It is not atypical to become involved in homosexual relationships, see LGBT people in prison, while in prison.	False	train
wikipedia47577599_Tory Campaign for Homosexual Equality_1	In 1975, it was founded as the Conservative Group for Homosexual Equality (CGHE), also called GayCon, by Peter Walter Campbell.	False	train
